,Player,Height (m),Weight (kg),Born,NBA_Rookie,NBA_Retired,Position,Birth Date,Pos,Team
2467,Don Reid,203.0,113.0,1973.0,1996.0,2003.0,F,"December 30, 1973",,
2468,Terrence Rencher,190.0,83.0,1973.0,1996.0,1996.0,G,"February 19, 1973",,
2469,Shawn Respert,185.0,88.0,1972.0,1996.0,1999.0,G,"February 6, 1972",,
2470,Lou Roe,201.0,99.0,1972.0,1996.0,1997.0,F,"July 14, 1972",,
2471,Stefano Rusconi,206.0,108.0,1968.0,1996.0,1996.0,C-F,"October 2, 1968",,
2472,Arvydas Sabonis*,221.0,126.0,1964.0,,,,,,
2473,Joe Smith,213.0,106.0,1944.0,1996.0,2011.0,F,"July 26, 1975",,
2474,Eric Snow,190.0,86.0,1973.0,1996.0,2008.0,G,"April 24, 1973",,
2475,Jerry Stackhouse,198.0,98.0,1974.0,1996.0,2013.0,G-F,"November 5, 1974",,
2476,Damon Stoudamire,178.0,77.0,1973.0,1996.0,2008.0,G,"September 3, 1973",,
2477,Bob Sura,196.0,90.0,1973.0,1996.0,2005.0,G,"March 25, 1973",,
2478,Larry Sykes,206.0,115.0,1973.0,1996.0,1996.0,F,"April 11, 1973",,
2479,Kurt Thomas,206.0,104.0,1972.0,1996.0,2013.0,F,"October 4, 1972",,
2480,Gary Trent,203.0,113.0,1974.0,1996.0,2004.0,F,"September 22, 1974",,
2481,Logan Vander,203.0,97.0,1971.0,,,,,,
2482,David Vaughn,211.0,99.0,1952.0,1975.0,1976.0,C,"June 4, 1952",,
2484,Rasheed Wallace,208.0,102.0,1974.0,1996.0,2013.0,F-C,"September 17, 1974",,
2485,Jeff Webster,203.0,105.0,1971.0,1996.0,1996.0,F,"February 19, 1971",,
2486,Dwayne Whitfield,206.0,108.0,1972.0,1996.0,1996.0,F,"August 21, 1972",,
2487,Eric Williams,203.0,99.0,1972.0,1996.0,2007.0,F,"July 17, 1972",,
2488,Corliss Williamson,188.0,86.0,1970.0,1996.0,2007.0,F,"December 4, 1973",,
2489,George Zidek,213.0,113.0,1973.0,1996.0,1998.0,C,"August 2, 1973",,
2490,Shareef Abdur-Rahim,206.0,102.0,1976.0,1997.0,2008.0,F,"December 11, 1976",,
2491,Ray Allen,203.0,99.0,1965.0,1997.0,2014.0,G,"July 20, 1975",,
2492,Shandon Anderson,198.0,94.0,1973.0,1997.0,2006.0,F-G,"December 31, 1973",,
2493,Dexter Boney,193.0,83.0,1970.0,1997.0,1997.0,G,"April 27, 1970",,
2494,Bruce Bowen,201.0,83.0,1971.0,1997.0,2009.0,F,"June 14, 1971",,
2495,Mark Bradtke,208.0,120.0,1968.0,1997.0,1997.0,C-F,"September 27, 1968",,
2496,Marcus Brown,190.0,83.0,1974.0,1997.0,2000.0,G,"April 3, 1974",,
2497,Kobe Bryant,198.0,96.0,1978.0,1997.0,2016.0,G-F,"August 23, 1978",,
2498,Marcus Camby,211.0,99.0,1974.0,1997.0,2013.0,C-F,"March 22, 1974",,
2499,Jimmy Carruth,208.0,120.0,1969.0,1997.0,1997.0,C-F,"November 4, 1969",,
2500,Erick Dampier,211.0,120.0,1975.0,1997.0,2012.0,C,"July 14, 1975",,
2501,Ben Davis,206.0,108.0,1972.0,1997.0,2000.0,F,"December 26, 1972",,
2502,Emanual Davis,193.0,88.0,1968.0,1997.0,2003.0,G,"August 27, 1968",,
2503,Tony Delk,185.0,85.0,1974.0,1997.0,2006.0,G,"January 28, 1974",,
2504,Aleksandar Djordjevic,188.0,89.0,1967.0,1997.0,1997.0,G,"August 26, 1967",,
2505,Nate Driggers,196.0,97.0,1973.0,1997.0,1997.0,G,"October 12, 1973",,
2506,Brian Evans,203.0,99.0,1973.0,1997.0,1999.0,F,"September 13, 1973",,
2507,Jamie Feick,206.0,115.0,1974.0,1997.0,2001.0,C,"July 3, 1974",,
2508,Derek Fisher,185.0,90.0,1974.0,1997.0,2014.0,G,"August 9, 1974",,
2509,Todd Fuller,193.0,81.0,1958.0,1997.0,2001.0,C,"July 25, 1974",,
2510,Dean Garrett,208.0,102.0,1966.0,1997.0,2002.0,C,"November 27, 1966",,
2511,Reggie Geary,188.0,84.0,1973.0,1997.0,1998.0,G,"August 31, 1973",,
2512,Devin Gray,201.0,108.0,1972.0,1997.0,2000.0,F,"May 31, 1972",,
2513,Evric Gray,201.0,106.0,1969.0,1997.0,1997.0,F,"December 13, 1969",,
2514,Darvin Ham,201.0,99.0,1973.0,1997.0,2005.0,F,"July 23, 1973",,
2515,Steve Hamer,213.0,111.0,1973.0,1997.0,1997.0,C,"November 13, 1973",,
2516,Othella Harrington,206.0,106.0,1974.0,1997.0,2008.0,F-C,"January 31, 1974",,
2517,Michael Hawkins,183.0,80.0,1972.0,1997.0,2001.0,G,"October 28, 1972",,
2518,Shane Heal,183.0,81.0,1970.0,1997.0,2004.0,G,"September 6, 1970",,
2519,Mark Hendrickson,206.0,99.0,1974.0,1997.0,2000.0,F,"June 23, 1974",,
2520,Allen Iverson*,183.0,74.0,1975.0,,,,,,
2521,Kerry Kittles,196.0,81.0,1974.0,1997.0,2005.0,G,"June 12, 1974",,
2522,Travis Knight,213.0,106.0,1974.0,1997.0,2003.0,C,"September 13, 1974",,
2523,Priest Lauderdale,224.0,147.0,1973.0,1997.0,1998.0,C,"August 31, 1973",,
2524,Randy Livingston,193.0,94.0,1975.0,1997.0,2007.0,G,"April 2, 1975",,
2525,Horacio Llamas,211.0,129.0,1973.0,,,,,,
2526,Matt Maloney,190.0,87.0,1971.0,1997.0,2003.0,G,"December 6, 1971",,
2527,Stephon Marbury,188.0,81.0,1977.0,1997.0,2009.0,G,"February 20, 1977",,
2528,Walter McCarty,208.0,104.0,1974.0,1997.0,2006.0,F,"February 1, 1974",,
2529,Amal McCaskill,211.0,106.0,1973.0,1997.0,2004.0,F-C,"October 28, 1973",,
2530,Jeff McInnis,193.0,86.0,1974.0,1997.0,2008.0,G,"October 22, 1974",,
2531,Martin Muursepp,206.0,106.0,1974.0,1997.0,1998.0,F,"September 26, 1974",,
2532,Steve Nash,190.0,88.0,1974.0,1997.0,2014.0,G,"February 7, 1974",,
2533,Ruben Nembhard,190.0,94.0,1972.0,1997.0,1997.0,G,"February 20, 1972",,
2534,Gaylon Nickerson,190.0,86.0,1969.0,1997.0,1997.0,G,"February 5, 1969",,
2535,Moochie Norris,185.0,79.0,1973.0,1997.0,2006.0,G,"July 27, 1973",,
2536,Jermaine O'Neal,211.0,102.0,1978.0,1997.0,2014.0,F-C,"October 13, 1978",,
2537,Ray Owes,206.0,101.0,1972.0,1997.0,1997.0,F,"December 11, 1972",,
2538,Vitaly Potapenko,208.0,127.0,1975.0,1997.0,2007.0,C,"March 21, 1975",,
2539,Chris Robinson,196.0,90.0,1974.0,1997.0,1998.0,G,"April 2, 1974",,
2540,Roy Rogers,201.0,106.0,1971.0,1997.0,2000.0,F,"August 19, 1973",,
2541,Malik Rose,201.0,113.0,1974.0,1997.0,2009.0,F,"November 23, 1974",,
2542,Kevin Salvadori,213.0,104.0,1970.0,1997.0,1998.0,C,"December 30, 1970",,
2543,Jason Sasser,201.0,102.0,1974.0,1997.0,1999.0,F,"January 13, 1974",,
2544,Brent Scott,208.0,113.0,1971.0,1997.0,1997.0,F-C,"June 15, 1971",,
2545,James Scott,198.0,81.0,1972.0,1997.0,1997.0,F,"June 6, 1972",,
2546,Shawnelle Scott,208.0,113.0,1972.0,1997.0,2002.0,C,"June 16, 1972",,
2547,Stevin Smith,201.0,90.0,1969.0,1997.0,1997.0,G,"January 24, 1972",,
2548,Matt Steigenga,201.0,102.0,1970.0,1997.0,1997.0,F,"March 27, 1970",,
2549,Joe Stephens,201.0,95.0,1973.0,1997.0,2000.0,F,"January 28, 1973",,
2550,Erick Strickland,190.0,95.0,1973.0,1997.0,2005.0,G,"November 25, 1973",,
2551,Brett Szabo,211.0,104.0,1968.0,1997.0,1997.0,C,"February 1, 1968",,
2552,Antoine Walker,193.0,86.0,1955.0,1997.0,2008.0,F,"August 12, 1976",,
2553,Samaki Walker,206.0,108.0,1976.0,1997.0,2006.0,F,"February 25, 1976",,
2554,Ben Wallace,206.0,108.0,1974.0,1997.0,2012.0,F-C,"September 10, 1974",,
2555,John Wallace,203.0,102.0,1974.0,1997.0,2004.0,F,"February 9, 1974",,
2556,Donald Whiteside,178.0,72.0,1969.0,1997.0,1998.0,G,"April 25, 1969",,
2557,Jerome Williams,206.0,93.0,1973.0,1997.0,2005.0,F,"May 10, 1973",,
2558,Lorenzen Wright,188.0,92.0,1945.0,1997.0,2009.0,F-C,"November 4, 1975",,
2559,Tariq Abdul-Wahad,198.0,101.0,1974.0,1998.0,2003.0,F,"November 3, 1974",,
2560,Derek Anderson,196.0,87.0,1974.0,1998.0,2008.0,G,"July 18, 1974",,
2561,Chris Anstey,213.0,112.0,1975.0,1998.0,2000.0,C,"January 1, 1975",,
2562,Drew Barry,196.0,86.0,1973.0,1998.0,2000.0,G,"February 17, 1973",,
2563,Tony Battie,211.0,104.0,1976.0,1998.0,2012.0,C-F,"February 11, 1976",,
2564,Chauncey Billups,190.0,91.0,1976.0,1998.0,2014.0,G,"September 25, 1976",,
2565,Etdrick Bohannon,206.0,99.0,1973.0,1998.0,2001.0,F,"May 29, 1973",,
2566,Keith Booth,198.0,102.0,1974.0,1998.0,1999.0,F,"October 9, 1974",,
2567,Rick Brunson,193.0,86.0,1972.0,1998.0,2006.0,G,"June 14, 1972",,
2568,Kelvin Cato,211.0,115.0,1974.0,1998.0,2007.0,C,"August 26, 1974",,
2569,Keith Closs,221.0,96.0,1976.0,1998.0,2000.0,C,"April 3, 1976",,
2570,James Collins,193.0,88.0,1973.0,1998.0,1998.0,G,"November 5, 1973",,
2571,James Cotton,201.0,90.0,1924.0,1998.0,1999.0,G,"December 14, 1975",,
2572,Chris Crawford,206.0,106.0,1975.0,1998.0,2004.0,F,"May 13, 1975",,
2573,Austin Croshere,206.0,106.0,1975.0,1998.0,2009.0,F,"May 1, 1975",,
2574,William Cunningham,211.0,113.0,1974.0,1998.0,1999.0,C,"March 25, 1974",,
2575,Antonio Daniels,193.0,88.0,1975.0,1998.0,2011.0,G,"March 19, 1975",,
2576,Tim Duncan,211.0,113.0,1976.0,1998.0,2016.0,F-C,"April 25, 1976",,
2577,Tony Farmer,206.0,110.0,1970.0,1998.0,2000.0,F,"January 3, 1970",,
2578,Danny Fortson,201.0,117.0,1976.0,1998.0,2007.0,F,"March 27, 1976",,
2579,Adonal Foyle,208.0,113.0,1975.0,1998.0,2009.0,C,"March 9, 1975",,
2580,Lawrence Funderburke,206.0,104.0,1970.0,1998.0,2005.0,F,"December 15, 1970",,
2581,Chris Garner,178.0,70.0,1975.0,1998.0,2001.0,G,"February 2, 1975",,
2582,Kiwane Garris,188.0,83.0,1974.0,1998.0,2000.0,G,"September 24, 1974",,
2583,Ed Gray,190.0,95.0,1975.0,1998.0,1999.0,G,"September 27, 1975",,
2584,Derek Grimm,206.0,104.0,1974.0,1998.0,1998.0,F,"August 3, 1974",,
2585,Reggie Hanson,203.0,88.0,1968.0,1998.0,1998.0,F,"October 6, 1968",,
2586,Jerald Honeycutt,206.0,111.0,1974.0,1998.0,1999.0,F-G,"October 20, 1974",,
2587,Troy Hudson,185.0,77.0,1976.0,1998.0,2008.0,G,"March 13, 1976",,
2588,Zydrunas Ilgauskas,221.0,107.0,1975.0,1998.0,2011.0,C,"June 5, 1975",,
2589,Bobby Jackson,185.0,83.0,1973.0,1998.0,2009.0,G,"March 13, 1973",,
2590,Anthony Johnson,196.0,97.0,1932.0,1998.0,2010.0,G,"October 2, 1974",,
2591,Dontae' Jones,203.0,99.0,1975.0,1998.0,1998.0,F,"June 2, 1975",,
2592,Brevin Knight,178.0,78.0,1975.0,1998.0,2009.0,G,"November 8, 1975",,
2593,Rusty LaRue,188.0,95.0,1973.0,1998.0,2004.0,G,"December 10, 1973",,
2594,Jason Lawson,211.0,108.0,1974.0,1998.0,1998.0,C,"September 2, 1974",,
2595,Michael McDonald,208.0,105.0,1969.0,1998.0,1998.0,C,"February 13, 1969",,
2596,Tracy McGrady,203.0,95.0,1979.0,1998.0,2012.0,F-G,"May 24, 1979",,
2597,Ron Mercer,201.0,95.0,1976.0,1998.0,2005.0,G-F,"May 18, 1976",,
2598,Marko Milic,198.0,106.0,1977.0,1998.0,1999.0,G-F,"May 7, 1977",,
2599,Jeff Nordgaard,201.0,102.0,1973.0,1998.0,1998.0,F,"February 23, 1973",,
2600,Charles O'Bannon,196.0,94.0,1975.0,1998.0,1999.0,G-F,"February 22, 1975",,
2601,Kevin Ollie,193.0,88.0,1972.0,1998.0,2010.0,G,"December 27, 1972",,
2602,Anthony Parker,198.0,97.0,1975.0,1998.0,2012.0,G,"June 19, 1975",,
2603,Scot Pollard,211.0,120.0,1975.0,1998.0,2008.0,C,"February 12, 1975",,
2604,Mark Pope,208.0,106.0,1972.0,1998.0,2005.0,F,"September 11, 1972",,
2605,Rodrick Rhodes,198.0,102.0,1973.0,1998.0,2000.0,G-F,"September 24, 1973",,
2606,Shea Seals,196.0,95.0,1975.0,1998.0,1998.0,G,"August 26, 1975",,
2607,God Shammgod,183.0,76.0,1976.0,1998.0,1998.0,G,"April 29, 1976",,
2608,Kebu Stewart,203.0,108.0,1973.0,1998.0,1998.0,F,"December 19, 1973",,
2609,Michael Stewart,208.0,104.0,1975.0,1998.0,2005.0,C,"April 25, 1975",,
2610,Ed Stokes,213.0,119.0,1971.0,1998.0,1998.0,C,"September 3, 1971",,
2611,Johnny Taylor,206.0,99.0,1974.0,1998.0,2000.0,F,"June 4, 1974",,
2612,Maurice Taylor,206.0,117.0,1976.0,1998.0,2007.0,F,"October 30, 1976",,
2613,John Thomas,198.0,92.0,1948.0,1998.0,2006.0,F,"September 8, 1975",,
2614,Tim Thomas,208.0,104.0,1977.0,1998.0,2010.0,F,"February 26, 1977",,
2615,Keith Van,208.0,104.0,1977.0,,,,,,
2616,Jacque Vaughn,185.0,86.0,1975.0,1998.0,2009.0,G,"February 11, 1975",,
2617,Eric Washington,193.0,86.0,1974.0,1998.0,1999.0,G,"March 23, 1974",,
2618,Bubba Wells,196.0,104.0,1974.0,1998.0,1998.0,F,"July 26, 1974",,
2619,DeJuan Wheat,183.0,74.0,1973.0,1998.0,1999.0,G,"October 14, 1973",,
2620,Alvin Williams,198.0,90.0,1948.0,1998.0,2007.0,G,"August 6, 1974",,
2621,Brandon Williams,198.0,97.0,1975.0,1998.0,2003.0,G,"February 27, 1975",,
2622,Travis Williams,198.0,97.0,1969.0,1998.0,1999.0,F,"May 27, 1969",,
2623,Peter Aluma,208.0,117.0,1973.0,1999.0,1999.0,C,"April 23, 1973",,
2624,Toby Bailey,198.0,96.0,1975.0,1999.0,2000.0,G,"November 19, 1975",,
2625,LaMark Baker,185.0,79.0,1969.0,1999.0,1999.0,G,"November 11, 1969",,
2626,Corey Benjamin,198.0,90.0,1978.0,1999.0,2003.0,G,"February 24, 1978",,
2627,Mike Bibby,185.0,86.0,1978.0,1999.0,2012.0,G,"May 13, 1978",,
2628,Earl Boykins,165.0,61.0,1976.0,1999.0,2012.0,G,"June 2, 1976",,
2629,Gerald Brown,198.0,86.0,1935.0,1999.0,1999.0,G,"July 28, 1975",,
2630,Cory Carr,190.0,95.0,1975.0,1999.0,1999.0,G,"December 5, 1975",,
2631,Vince Carter,198.0,99.0,1977.0,1999.0,2018.0,G-F,"January 26, 1977",,
2632,Keon Clark,211.0,99.0,1975.0,1999.0,2004.0,F-C,"April 16, 1975",,
2633,Kornel David,206.0,106.0,1971.0,1999.0,2001.0,F,"October 22, 1971",,
2634,Ricky Davis,198.0,88.0,1979.0,1999.0,2010.0,G,"September 23, 1979",,
2635,Michael Dickerson,196.0,86.0,1975.0,1999.0,2003.0,G-F,"June 25, 1975",,
2636,Michael Doleac,211.0,118.0,1977.0,1999.0,2008.0,C,"June 15, 1977",,
2637,Bryce Drew,188.0,83.0,1974.0,1999.0,2004.0,G,"September 21, 1974",,
2638,Marlon Garnett,188.0,84.0,1975.0,1999.0,1999.0,G,"July 3, 1975",,
2639,Pat Garrity,206.0,107.0,1976.0,1999.0,2008.0,F,"August 23, 1976",,
2640,Paul Grant,213.0,111.0,1974.0,1999.0,2004.0,C,"January 6, 1974",,
2641,Matt Harpring,201.0,104.0,1976.0,1999.0,2009.0,F,"May 31, 1976",,
2642,Al Harrington,206.0,104.0,1980.0,1999.0,2014.0,F,"February 17, 1980",,
2643,J.R. Henderson,206.0,104.0,1980.0,1999.0,1999.0,F,"October 30, 1976",,
2644,Larry Hughes,196.0,83.0,1979.0,1999.0,2012.0,G,"January 23, 1979",,
2645,Randell Jackson,188.0,86.0,1962.0,1999.0,2000.0,F,"January 16, 1976",,
2646,Sam Jacobson,193.0,97.0,1975.0,1999.0,2001.0,G-F,"July 22, 1975",,
2647,Jerome James,213.0,136.0,1975.0,1999.0,2009.0,C,"November 17, 1975",,
2648,Antawn Jamison,203.0,101.0,1976.0,1999.0,2014.0,F,"June 12, 1976",,
2649,Damon Jones,190.0,83.0,1976.0,1999.0,2009.0,G,"August 25, 1976",,
2650,Jonathan Kerner,211.0,111.0,1974.0,1999.0,1999.0,C,"June 6, 1974",,
2651,Gerard King,183.0,79.0,1928.0,1999.0,2001.0,F,"November 25, 1972",,
2652,Raef LaFrentz,211.0,108.0,1976.0,1999.0,2008.0,F-C,"May 29, 1976",,
2653,Rashard Lewis,198.0,90.0,1963.0,1999.0,2014.0,F,"August 8, 1979",,
2654,Felipe Lopez,196.0,90.0,1974.0,1999.0,2002.0,G,"December 19, 1974",,
2655,Tyronn Lue,183.0,79.0,1977.0,1999.0,2009.0,G,"May 3, 1977",,
2656,Sean Marks,208.0,113.0,1975.0,1999.0,2011.0,F-C,"August 23, 1975",,
2657,Kelly McCarty,201.0,90.0,1975.0,1999.0,1999.0,G-F,"August 24, 1975",,
2658,Jelani McCoy,208.0,111.0,1977.0,1999.0,2008.0,C,"December 6, 1977",,
2659,Roshown McLeod,203.0,100.0,1975.0,1999.0,2001.0,F,"November 17, 1975",,
2660,Brad Miller,211.0,110.0,1976.0,1999.0,2012.0,C,"April 12, 1976",,
2661,Cuttino Mobley,193.0,86.0,1975.0,1999.0,2009.0,G,"September 1, 1975",,
2662,Nazr Mohammed,208.0,100.0,1977.0,1999.0,2016.0,C,"September 5, 1977",,
2663,Mikki Moore,211.0,102.0,1975.0,1999.0,2012.0,C,"November 4, 1975",,
2664,Makhtar N'Diaye,203.0,111.0,1973.0,1999.0,1999.0,F,"December 12, 1973",,
2665,Tyrone Nesby,198.0,102.0,1976.0,1999.0,2002.0,F,"January 31, 1976",,
2666,Rasho Nesterovic,213.0,112.0,1976.0,1999.0,2010.0,C,"May 30, 1976",,
2667,Dirk Nowitzki,213.0,111.0,1978.0,1999.0,2018.0,F,"June 19, 1978",,
2668,Michael Olowokandi,213.0,122.0,1975.0,1999.0,2007.0,C,"April 3, 1975",,
2669,Andrae Patterson,206.0,107.0,1975.0,1999.0,2000.0,F,"November 12, 1975",,
2670,Ruben Patterson,196.0,101.0,1975.0,1999.0,2008.0,F,"July 31, 1975",,
2671,Paul Pierce,201.0,106.0,1977.0,1999.0,2017.0,F-G,"October 13, 1977",,
2672,Casey Shaw,211.0,117.0,1975.0,1999.0,1999.0,C,"July 20, 1975",,
2673,Jeffrey Sheppard,190.0,86.0,1974.0,1999.0,1999.0,G,"September 29, 1974",,
2674,Miles Simon,190.0,91.0,1975.0,1999.0,1999.0,G,"November 21, 1975",,
2675,Alvin Sims,193.0,106.0,1974.0,1999.0,1999.0,G,"October 18, 1974",,
2676,Brian Skinner,206.0,115.0,1976.0,1999.0,2012.0,F,"May 19, 1976",,
2677,Ryan Stack,211.0,97.0,1975.0,1999.0,2000.0,F,"July 24, 1975",,
2678,Vladimir Stepania,213.0,107.0,1976.0,1999.0,2004.0,C,"May 8, 1976",,
2679,Peja Stojakovic,206.0,99.0,1977.0,1999.0,2011.0,F-G,"June 9, 1977",,
2680,Bruno Sundov,218.0,99.0,1980.0,1999.0,2005.0,C,"February 10, 1980",,
2681,Robert Traylor,203.0,128.0,1977.0,1999.0,2005.0,F,"February 1, 1977",,
2682,Bonzi Wells,196.0,95.0,1976.0,1999.0,2008.0,G-F,"September 28, 1976",,
2683,Tyson Wheeler,178.0,74.0,1975.0,1999.0,1999.0,G,"October 8, 1975",,
2684,Jahidi White,206.0,131.0,1976.0,1999.0,2005.0,F-C,"February 19, 1976",,
2685,Jason Williams,206.0,108.0,1968.0,1999.0,2011.0,G,"November 18, 1975",,
2686,Shammond Williams,185.0,91.0,1975.0,1999.0,2007.0,G,"April 5, 1975",,
2687,Trevor Winter,213.0,124.0,1974.0,1999.0,1999.0,C,"January 7, 1974",,
2688,Korleone Young,201.0,96.0,1978.0,1999.0,1999.0,F,"December 31, 1978",,
2689,Rafer Alston,188.0,77.0,1976.0,2000.0,2010.0,G,"July 24, 1976",,
2690,Chucky Atkins,180.0,72.0,1974.0,2000.0,2010.0,G,"August 14, 1974",,
2691,William Avery,188.0,89.0,1979.0,2000.0,2002.0,G,"August 8, 1979",,
2692,Jonathan Bender,211.0,91.0,1981.0,2000.0,2010.0,F,"January 30, 1981",,
2693,Calvin Booth,211.0,104.0,1976.0,2000.0,2009.0,C,"May 7, 1976",,
2694,Lazaro Borrell,203.0,99.0,1972.0,2000.0,2000.0,F,"September 20, 1972",,
2695,Cal Bowdler,208.0,111.0,1977.0,2000.0,2002.0,F,"March 31, 1977",,
2696,Ryan Bowen,201.0,97.0,1975.0,2000.0,2010.0,F,"November 20, 1975",,
2697,Ira Bowman,196.0,88.0,1973.0,2000.0,2002.0,G,"June 11, 1973",,
2698,A.J. Bramlett,196.0,88.0,1973.0,2000.0,2000.0,C,"January 10, 1977",,
2699,Elton Brand,203.0,124.0,1979.0,2000.0,2016.0,F,"March 11, 1979",,
2700,Greg Buckner,193.0,95.0,1976.0,2000.0,2009.0,G,"September 16, 1976",,
2701,Rodney Buford,196.0,85.0,1977.0,2000.0,2005.0,G-F,"November 2, 1977",,
2702,Anthony Carter,185.0,86.0,1975.0,2000.0,2012.0,G,"June 16, 1975",,
2703,John Celestand,193.0,80.0,1977.0,2000.0,2000.0,G,"March 6, 1977",,
2704,Vonteego Cummings,190.0,83.0,1976.0,2000.0,2002.0,G,"February 29, 1976",,
2705,Baron Davis,190.0,94.0,1979.0,2000.0,2012.0,G,"April 13, 1979",,
2706,Derrick Dial,193.0,83.0,1975.0,2000.0,2004.0,G,"December 20, 1975",,
2707,Obinna Ekezie,206.0,122.0,1975.0,2000.0,2005.0,F-C,"August 22, 1975",,
2708,Evan Eschmeyer,211.0,115.0,1975.0,2000.0,2003.0,C,"May 30, 1975",,
2709,Jeff Foster,211.0,107.0,1977.0,2000.0,2012.0,F-C,"January 16, 1977",,
2710,Steve Francis,190.0,88.0,1977.0,2000.0,2008.0,G,"February 21, 1977",,
2711,Devean George,203.0,99.0,1977.0,2000.0,2010.0,G-F,"August 29, 1977",,
2712,Dion Glover,196.0,103.0,1978.0,2000.0,2005.0,G,"October 22, 1978",,
2713,Adrian Griffin,196.0,98.0,1974.0,2000.0,2008.0,G-F,"July 4, 1974",,
2714,Richard Hamilton,198.0,83.0,1978.0,2000.0,2013.0,G-F,"February 14, 1978",,
2715,Chris Herren,188.0,89.0,1975.0,2000.0,2001.0,G,"September 27, 1975",,
2716,Derek Hood,203.0,100.0,1976.0,2000.0,2000.0,F,"December 22, 1976",,
2717,Rick Hughes,196.0,97.0,1962.0,2000.0,2000.0,F,"August 22, 1973",,
2718,Jermaine Jackson,193.0,92.0,1976.0,2000.0,2006.0,G,"June 7, 1976",,
2719,Tim James,201.0,96.0,1976.0,2000.0,2002.0,F,"December 26, 1976",,
2720,Harold Jamison,203.0,117.0,1976.0,2000.0,2002.0,F,"November 20, 1976",,
2721,DeMarco Johnson,193.0,83.0,1954.0,2000.0,2000.0,F,"October 6, 1975",,
2722,Jumaine Jones,203.0,98.0,1979.0,2000.0,2007.0,F,"February 10, 1979",,
2723,Lari Ketner,206.0,125.0,1977.0,2000.0,2001.0,F-C,"February 1, 1977",,
2724,Trajan Langdon,190.0,89.0,1976.0,2000.0,2002.0,G,"May 13, 1976",,
2725,Quincy Lewis,201.0,97.0,1977.0,2000.0,2004.0,F,"June 26, 1977",,
2726,Todd MacCulloch,213.0,127.0,1976.0,2000.0,2003.0,C,"January 27, 1976",,
2727,Corey Maggette,198.0,98.0,1979.0,2000.0,2013.0,F,"November 12, 1979",,
2728,Shawn Marion,201.0,99.0,1978.0,2000.0,2015.0,F,"May 7, 1978",,
2729,Andre Miller,206.0,102.0,1971.0,2000.0,2016.0,G,"March 19, 1976",,
2730,Jason Miskiri,188.0,79.0,1975.0,2000.0,2000.0,G,"August 19, 1975",,
2731,Lamar Odom,208.0,99.0,1979.0,2000.0,2013.0,F,"November 6, 1979",,
2732,Scott Padgett,206.0,108.0,1976.0,2000.0,2007.0,F,"April 19, 1976",,
2733,Milt Palacio,190.0,88.0,1978.0,2000.0,2006.0,G,"February 7, 1978",,
2734,James Posey,203.0,97.0,1977.0,2000.0,2011.0,F-G,"January 13, 1977",,
2735,Laron Profit,196.0,92.0,1977.0,2000.0,2006.0,G-F,"August 5, 1977",,
2736,Aleksandar Radojevic,221.0,113.0,1976.0,2000.0,2005.0,C,"August 8, 1976",,
2737,Ryan Robertson,196.0,86.0,1976.0,2000.0,2000.0,G,"October 2, 1976",,
2738,Eddie Robinson,203.0,95.0,1976.0,2000.0,2004.0,G-F,"April 19, 1976",,
2739,Michael Ruffin,206.0,111.0,1977.0,2000.0,2009.0,F,"January 21, 1977",,
2740,Wally Szczerbiak,198.0,95.0,1949.0,2000.0,2009.0,F,"March 5, 1977",,
2741,Jason Terry,188.0,83.0,1977.0,2000.0,2018.0,G,"September 15, 1977",,
2742,Jamel Thomas,198.0,97.0,1973.0,2000.0,2001.0,F,"March 25, 1973",,
2743,Kenny Thomas,201.0,118.0,1977.0,2000.0,2010.0,F,"July 25, 1977",,
2744,Mirsad Turkcan,206.0,107.0,1976.0,2000.0,2000.0,F,"June 7, 1976",,
2745,Wayne Turner,188.0,86.0,1976.0,2000.0,2000.0,G,"March 22, 1976",,
2746,Dedric Willoughby,190.0,81.0,1974.0,2000.0,2000.0,G-F,"May 27, 1974",,
2747,Metta World,190.0,81.0,1974.0,,,,,,
2748,Tim Young,213.0,99.0,1976.0,2000.0,2000.0,C,"February 6, 1976",,
2749,Courtney Alexander,185.0,83.0,1973.0,2001.0,2003.0,G,"April 27, 1977",,
2750,Dalibor Bagaric,216.0,115.0,1980.0,2001.0,2003.0,C,"February 7, 1980",,
2751,Erick Barkley,185.0,80.0,1978.0,2001.0,2002.0,G,"February 21, 1978",,
2752,Raja Bell,196.0,92.0,1976.0,2001.0,2012.0,G,"September 19, 1976",,
2753,Mark Blount,213.0,104.0,1975.0,2001.0,2009.0,C,"November 30, 1975",,
2754,Brian Cardinal,203.0,111.0,1977.0,2001.0,2012.0,F,"May 2, 1977",,
2755,Mateen Cleaves,188.0,92.0,1977.0,2001.0,2006.0,G,"September 7, 1977",,
2756,Jason Collier,193.0,88.0,1973.0,2001.0,2005.0,C,"September 8, 1977",,
2757,Sean Colson,183.0,79.0,1975.0,2001.0,2001.0,G,"July 1, 1975",,
2758,Jamal Crawford,196.0,90.0,1980.0,2001.0,2018.0,G,"March 20, 1980",,
2759,Keyon Dooling,190.0,88.0,1980.0,2001.0,2013.0,G,"May 8, 1980",,
2760,Khalid El-Amin,178.0,90.0,1979.0,2001.0,2001.0,G,"April 25, 1979",,
2761,Marcus Fizer,206.0,118.0,1978.0,2001.0,2006.0,F,"August 10, 1978",,
